k99_68449_182#SRR2107182	gb|NP_251184.1|ARO:3000804|MexF	43.524	1050	573	5	5	1039	6	1050	0.0	814
k99_261588_1#SRR2107182	gb|NP_251184.1|ARO:3000804|MexF	52.567	1052	487	6	1	1046	10	1055	0.0	1037
k99_102747_4#SRR2107174	gb|NP_251184.1|ARO:3000804|MexF	56.955	1064	451	5	2	1062	3	1062	0.0	1136
k99_162733_1#SRR2107174	gb|NP_251184.1|ARO:3000804|MexF	62.853	638	234	2	1	635	317	954	0.0	771
k99_164135_55#SRR2107174	gb|NP_251184.1|ARO:3000804|MexF	48.720	1055	518	9	2	1040	3	1050	0.0	934
k99_166446_18#SRR2107174	gb|NP_251184.1|ARO:3000804|MexF	47.871	1057	537	2	2	1044	3	1059	0.0	933
k99_80906_109#SRR1702234	gb|NP_251184.1|ARO:3000804|MexF	48.255	1146	489	13	2	1142	3	1049	0.0	972
k99_107573_50#SRR2107175	gb|NP_251184.1|ARO:3000804|MexF	47.966	1057	536	2	2	1044	3	1059	0.0	934
k99_145655_9#SRR2107175	gb|NP_251184.1|ARO:3000804|MexF	48.720	1055	518	9	2	1040	3	1050	0.0	934
k99_165696_1#SRR2107175	gb|NP_251184.1|ARO:3000804|MexF	64.121	995	352	3	2	993	49	1041	0.0	1255
k99_189556_4#SRR2107175	gb|NP_251184.1|ARO:3000804|MexF	56.861	1064	452	5	2	1062	3	1062	0.0	1133
k99_13908_2#SRR2107213	gb|NP_251184.1|ARO:3000804|MexF	44.828	1044	557	6	2	1027	3	1045	0.0	813
k99_20282_1#SRR2107213	gb|NP_251184.1|ARO:3000804|MexF	45.895	1011	524	8	2	997	3	1005	0.0	832
k99_97191_1#SRR2107213	gb|NP_251184.1|ARO:3000804|MexF	42.349	1013	563	8	2	1001	50	1054	0.0	776
k99_217575_3#SRR2107215	gb|NP_251184.1|ARO:3000804|MexF	44.947	1039	557	7	2	1029	4	1038	0.0	825
k99_318648_1#SRR2107215	gb|NP_251184.1|ARO:3000804|MexF	44.882	1016	546	6	2	1006	4	1016	0.0	809
k99_389_4#SRR1068202	gb|NP_251184.1|ARO:3000804|MexF	43.371	1056	584	5	2	1046	4	1056	0.0	813
k99_8213_2#SRR1068202	gb|NP_251184.1|ARO:3000804|MexF	44.402	1045	567	6	2	1035	4	1045	0.0	837
k99_8674_4#SRR1068202	gb|NP_251184.1|ARO:3000804|MexF	43.655	1056	581	5	2	1046	4	1056	0.0	827
k99_33198_2#SRR1068202	gb|NP_251184.1|ARO:3000804|MexF	48.874	1066	527	8	1	1058	1	1056	0.0	927
k99_163694_3#SRR2107179	gb|NP_251184.1|ARO:3000804|MexF	50.391	1024	421	10	1	1022	110	1048	0.0	939
k99_211971_2#SRR2107211	gb|NP_251184.1|ARO:3000804|MexF	44.934	1066	562	7	3	1053	5	1060	0.0	865
k99_99043_7#SRR2107210	gb|NP_251184.1|ARO:3000804|MexF	44.934	1066	562	7	3	1053	5	1060	0.0	865
k99_11514_65#SRR2107176	gb|NP_251184.1|ARO:3000804|MexF	43.845	1056	570	8	3	1043	4	1051	0.0	844
k99_32927_1#SRR2107176	gb|NP_251184.1|ARO:3000804|MexF	54.637	798	353	6	1	793	247	1040	0.0	783
k99_59109_7#SRR2107176	gb|NP_251184.1|ARO:3000804|MexF	52.079	1058	493	6	1	1050	1	1052	0.0	1018
k99_307125_2#SRR2107176	gb|NP_251184.1|ARO:3000804|MexF	45.273	952	506	5	3	941	4	953	0.0	797
k99_10791_16#SRR2107177	gb|NP_251184.1|ARO:3000804|MexF	52.079	1058	493	6	1	1050	1	1052	0.0	1018
