Prevalence_Sequence_ID:2|ARO_Name:acrB|ARO:3000216|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	39.9	1044	596	12	4	1030	6	1035	1.8e-203	703.0
Prevalence_Sequence_ID:7|ARO_Name:mdtB|ARO:3000793|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	29.8	1042	695	14	13	1025	4	1037	1.5e-109	391.0
Prevalence_Sequence_ID:8|ARO_Name:mdtC|ARO:3000794|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	28.9	1044	696	16	7	1014	7	1040	2.4e-104	373.6
Prevalence_Sequence_ID:17|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	40.1	1038	606	7	1	1027	3	1035	2.0e-210	726.1
Prevalence_Sequence_ID:25|ARO_Name:acrF|ARO:3000502|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	40.9	1040	597	9	1	1029	3	1035	8.5e-206	710.7
Prevalence_Sequence_ID:41|ARO_Name:mdtF|ARO:3000796|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	39.9	1052	603	10	1	1035	3	1042	9.1e-200	690.6
Prevalence_Sequence_ID:69|ARO_Name:mdtB|ARO:3000793|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	29.8	1042	695	14	13	1025	4	1037	2.5e-109	390.2
Prevalence_Sequence_ID:70|ARO_Name:mdtC|ARO:3000794|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	29.1	1041	692	16	7	1011	7	1037	1.1e-104	374.8
Prevalence_Sequence_ID:84|ARO_Name:acrF|ARO:3000502|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	40.8	1040	598	9	1	1029	3	1035	3.2e-205	708.8
Prevalence_Sequence_ID:87|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	40.1	1038	606	7	1	1027	3	1035	1.1e-210	726.9
Prevalence_Sequence_ID:102|ARO_Name:acrB|ARO:3000216|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	39.9	1044	596	12	4	1030	6	1035	1.8e-203	703.0
Prevalence_Sequence_ID:106|ARO_Name:mdtF|ARO:3000796|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	39.9	1052	603	10	1	1035	3	1042	4.1e-200	691.8
Prevalence_Sequence_ID:132|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	39.9	1038	608	7	1	1027	3	1035	9.7e-210	723.8
Prevalence_Sequence_ID:135|ARO_Name:acrB|ARO:3000216|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	39.9	1044	596	12	4	1030	6	1035	2.3e-203	702.6
Prevalence_Sequence_ID:139|ARO_Name:acrF|ARO:3000502|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	40.8	1040	598	9	1	1029	3	1035	5.5e-205	708.0
Prevalence_Sequence_ID:153|ARO_Name:mdtF|ARO:3000796|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	39.9	1052	603	10	1	1035	3	1042	2.4e-200	692.6
Prevalence_Sequence_ID:157|ARO_Name:mdtC|ARO:3000794|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	29.0	1041	693	16	7	1011	7	1037	4.9e-105	375.9
Prevalence_Sequence_ID:158|ARO_Name:mdtB|ARO:3000793|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	29.8	1042	695	14	13	1025	4	1037	3.3e-109	389.8
Prevalence_Sequence_ID:183|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	40.0	1038	607	7	1	1027	3	1035	1.7e-209	723.0
Prevalence_Sequence_ID:200|ARO_Name:mdtC|ARO:3000794|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	28.9	1041	694	16	7	1011	7	1037	1.1e-104	374.8
Prevalence_Sequence_ID:201|ARO_Name:mdtB|ARO:3000793|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	29.8	1042	695	14	13	1025	4	1037	3.3e-109	389.8
Prevalence_Sequence_ID:204|ARO_Name:acrB|ARO:3000216|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	39.9	1044	596	12	4	1030	6	1035	2.3e-203	702.6
Prevalence_Sequence_ID:209|ARO_Name:acrF|ARO:3000502|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	40.8	1040	598	9	1	1029	3	1035	1.4e-205	709.9
Prevalence_Sequence_ID:220|ARO_Name:mdtF|ARO:3000796|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	39.9	1052	603	10	1	1035	3	1042	1.8e-200	693.0
Prevalence_Sequence_ID:240|ARO_Name:acrB|ARO:3000216|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	39.9	1044	596	12	4	1030	6	1035	2.3e-203	702.6
Prevalence_Sequence_ID:242|ARO_Name:acrF|ARO:3000502|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	40.9	1040	597	9	1	1029	3	1035	5.0e-206	711.4
Prevalence_Sequence_ID:257|ARO_Name:mdtB|ARO:3000793|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	29.8	1042	695	14	13	1025	4	1037	1.5e-109	391.0
Prevalence_Sequence_ID:264|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	40.1	1038	606	7	1	1027	3	1035	2.0e-210	726.1
Prevalence_Sequence_ID:267|ARO_Name:mdtF|ARO:3000796|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	39.8	1047	611	9	1	1035	3	1042	9.1e-200	690.6
Prevalence_Sequence_ID:282|ARO_Name:acrF|ARO:3000502|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	40.9	1040	597	9	1	1029	3	1035	8.5e-206	710.7
Prevalence_Sequence_ID:295|ARO_Name:mdtC|ARO:3000794|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	29.3	1044	686	17	7	1011	7	1037	6.4e-105	375.6
Prevalence_Sequence_ID:296|ARO_Name:mdtB|ARO:3000793|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	29.8	1042	695	14	13	1025	4	1037	1.5e-109	391.0
Prevalence_Sequence_ID:307|ARO_Name:mdtF|ARO:3000796|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	39.8	1052	604	10	1	1035	3	1042	1.2e-199	690.3
Prevalence_Sequence_ID:313|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	40.1	1038	606	7	1	1027	3	1035	5.7e-210	724.5
Prevalence_Sequence_ID:315|ARO_Name:acrB|ARO:3000216|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	39.9	1044	596	12	4	1030	6	1035	1.8e-203	703.0
Prevalence_Sequence_ID:323|ARO_Name:acrF|ARO:3000502|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	40.9	1040	597	9	1	1029	3	1035	8.5e-206	710.7
Prevalence_Sequence_ID:343|ARO_Name:mdtB|ARO:3000793|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	29.8	1042	695	14	13	1025	4	1037	7.4e-109	388.7
Prevalence_Sequence_ID:346|ARO_Name:acrB|ARO:3000216|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	39.9	1044	596	12	4	1030	6	1035	1.8e-203	703.0
Prevalence_Sequence_ID:353|ARO_Name:acrF|ARO:3000502|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	40.9	1040	597	9	1	1029	3	1035	1.1e-205	710.3
Prevalence_Sequence_ID:372|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	40.1	1038	606	7	1	1027	3	1035	2.5e-210	725.7
Prevalence_Sequence_ID:381|ARO_Name:mdtF|ARO:3000796|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	39.8	1052	604	10	1	1035	3	1042	7.0e-200	691.0
Prevalence_Sequence_ID:394|ARO_Name:mdtC|ARO:3000794|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	29.2	1041	691	16	7	1011	7	1037	5.8e-106	379.0
Prevalence_Sequence_ID:410|ARO_Name:mdtB|ARO:3000793|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	29.8	1042	694	14	13	1025	4	1037	8.7e-110	391.7
Prevalence_Sequence_ID:411|ARO_Name:mdtC|ARO:3000794|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	29.1	1041	692	16	7	1011	7	1037	4.4e-106	379.4
Prevalence_Sequence_ID:421|ARO_Name:acrD|ARO:3000491|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	40.1	1038	606	7	1	1027	3	1035	2.0e-210	726.1
Prevalence_Sequence_ID:422|ARO_Name:acrB|ARO:3000216|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	39.9	1044	596	12	4	1030	6	1035	2.3e-203	702.6
Prevalence_Sequence_ID:435|ARO_Name:mdtF|ARO:3000796|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	39.9	1052	603	10	1	1035	3	1042	5.3e-200	691.4
Prevalence_Sequence_ID:440|ARO_Name:acrF|ARO:3000502|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	40.6	1040	600	9	1	1029	3	1035	1.2e-204	706.8
Prevalence_Sequence_ID:447|ARO_Name:mdtC|ARO:3000794|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	29.0	1041	693	16	7	1011	7	1037	4.9e-105	375.9
Prevalence_Sequence_ID:530|ARO_Name:mdtB|ARO:3000793|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	29.8	1042	695	14	13	1025	4	1037	1.9e-109	390.6
Prevalence_Sequence_ID:532|ARO_Name:acrB|ARO:3000216|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	39.9	1044	596	12	4	1030	6	1035	1.8e-203	703.0
Prevalence_Sequence_ID:538|ARO_Name:acrF|ARO:3000502|Detection_Model:Protein	gb|CAJ77856.1|ARO:3000777|adeF	41.0	1040	596	9	1	1029	3	1035	1.3e-206	713.4
