gi|489009547|ref|WP_002920107.1|	gb|ABS43151.1|ARO:3000784|cmeB	98.269	1040	18	0	1	1040	1	1040	0.0	2084
gi|488959735|ref|WP_002870772.1|	gb|ABS43151.1|ARO:3000784|cmeB	98.462	1040	16	0	1	1040	1	1040	0.0	2090
gi|489016406|ref|WP_002926925.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.885	1040	22	0	1	1040	1	1040	0.0	2081
gi|488998094|ref|WP_002908777.1|	gb|ABS43151.1|ARO:3000784|cmeB	98.269	1040	18	0	1	1040	1	1040	0.0	2087
gi|380666552|gb|EIB82086.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.971	1035	21	0	1	1035	1	1035	0.0	2068
gi|488961028|ref|WP_002872052.1|	gb|ABS43151.1|ARO:3000784|cmeB	98.077	1040	20	0	1	1040	1	1040	0.0	2084
gi|488943615|ref|WP_002854690.1|	gb|ABS43151.1|ARO:3000784|cmeB	98.173	1040	19	0	1	1040	1	1040	0.0	2083
gi|740616525|ref|WP_038402039.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.981	1040	21	0	1	1040	1	1040	0.0	2083
gi|488982000|ref|WP_002892822.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.981	1040	21	0	1	1040	1	1040	0.0	2083
gi|489012008|ref|WP_002922543.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.788	1040	23	0	1	1040	1	1040	0.0	2076
gi|488967980|ref|WP_002878968.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.981	1040	21	0	1	1040	1	1040	0.0	2081
gi|380606973|gb|EIB26857.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.971	1035	21	0	1	1035	1	1035	0.0	2068
gi|488898721|ref|WP_002809818.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.308	1040	28	0	1	1040	1	1040	0.0	2071
gi|85840350|gb|EAQ57607.1|	gb|ABS43151.1|ARO:3000784|cmeB	98.068	1035	20	0	1	1035	1	1035	0.0	2071
gi|488975359|ref|WP_002886249.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.885	1040	22	0	1	1040	1	1040	0.0	2080
gi|488948382|ref|WP_002859457.1|	gb|ABS43151.1|ARO:3000784|cmeB	98.077	1040	20	0	1	1040	1	1040	0.0	2081
gi|504329842|ref|WP_014516944.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.885	1040	22	0	1	1040	1	1040	0.0	2082
gi|489024507|ref|WP_002934926.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.500	1040	26	0	1	1040	1	1040	0.0	2075
gi|488966493|ref|WP_002877501.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.981	1040	21	0	1	1040	1	1040	0.0	2084
gi|488950055|ref|WP_002861130.1|	gb|ABS43151.1|ARO:3000784|cmeB	98.750	1040	13	0	1	1040	1	1040	0.0	2088
gi|488883030|ref|WP_002795255.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.500	1040	26	0	1	1040	1	1040	0.0	2068
gi|488956697|ref|WP_002867772.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.788	1040	23	0	1	1040	1	1040	0.0	2078
CP000768.1.gene1537.p01	gb|ABS43151.1|ARO:3000784|cmeB	100.000	1040	0	0	1	1040	1	1040	0.0	2111
gi|488964265|ref|WP_002875289.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.981	1040	21	0	1	1040	1	1040	0.0	2082
gi|488969525|ref|WP_002880478.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.885	1040	22	0	1	1040	1	1040	0.0	2078
gi|740615507|ref|WP_038401021.1|	gb|ABS43151.1|ARO:3000784|cmeB	98.365	1040	17	0	1	1040	1	1040	0.0	2088
gi|488955559|ref|WP_002866634.1|	gb|ABS43151.1|ARO:3000784|cmeB	98.077	1040	20	0	1	1040	1	1040	0.0	2085
gi|488958682|ref|WP_002869743.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.981	1040	21	0	1	1040	1	1040	0.0	2081
gi|488957847|ref|WP_002868922.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.981	1040	21	0	1	1040	1	1040	0.0	2081
gi|500849253|ref|WP_012006645.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.885	1040	22	0	1	1040	1	1040	0.0	2079
gi|489000623|ref|WP_002911285.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.885	1040	22	0	1	1040	1	1040	0.0	2077
gi|489023529|ref|WP_002933997.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.885	1040	22	0	1	1040	1	1040	0.0	2080
gi|490435596|ref|WP_004306650.1|	gb|ABS43151.1|ARO:3000784|cmeB	98.269	1040	18	0	1	1040	1	1040	0.0	2085
gi|488957605|ref|WP_002868680.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.981	1040	21	0	1	1040	1	1040	0.0	2079
gi|488988487|ref|WP_002899260.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.692	1040	24	0	1	1040	1	1040	0.0	2078
gi|633259724|dbj|BAO79425.1|	gb|ABS43151.1|ARO:3000784|cmeB	97.596	1040	25	0	1	1040	1	1040	0.0	2077
